fileName,cameraAngle,medianLeafCount,maxLeafCount,leafAngle,stalkHeight,panicleExsertion
.,NaN,NaN,NaN,NaN,NaN,NaN
..,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-204-PI 658961_2018-02-02_11-29-08_6834800,NaN,0,0,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-206-PI 658963_2018-01-26_03-05-33_6702100,Vis_SV_108,5,7,53.20098055,162,284
1-26-18_Sorghum_seed_915-207-PI 658964_2018-02-05_02-55-14_6947100,Vis_SV_0,4,5,31.11915448,609,6
1-26-18_Sorghum_seed_915-208-PI 658965_2018-01-26_01-59-52_6699400,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-209-PI 658966_2018-01-26_02-13-08_6700000,Vis_SV_144,6,7,30.12280103,292,50
1-26-18_Sorghum_seed_915-210-PI 658967_2018-01-26_01-52-25_6699100,Vis_SV_144,5,5,142.0042736,466,NaN
1-26-18_Sorghum_seed_915-211-PI 658968_2018-02-09_11-10-31_7048500,Vis_SV_144,3,4,79.32338291,701,1
1-26-18_Sorghum_seed_915-212-PI 658969_2018-01-26_02-11-15_6699900,Vis_SV_36,4,4,77.81893249,197,173
1-26-18_Sorghum_seed_915-213-PI 658970_2018-02-02_11-46-02_6835700,Vis_SV_0,1,1,169.801561,145,NaN
1-26-18_Sorghum_seed_915-214-PI 658971_2018-02-02_12-03-40_6836600,Vis_SV_0,6,8,90.81411997,513,31
1-26-18_Sorghum_seed_915-216-PI 658973_2018-01-26_01-02-37_6697100,Vis_SV_72,6,8,75.33842339,451,NaN
1-26-18_Sorghum_seed_915-217-PI 658974_2018-02-02_11-28-00_6834700,Vis_SV_144,7,9,49.14479878,668,NaN
1-26-18_Sorghum_seed_915-218-PI 658975_2018-01-26_11-37-40_6693700,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-219-PI 658976_2018-02-05_01-54-44_6945100,Vis_SV_144,7,7,173.0988588,10,32
1-26-18_Sorghum_seed_915-220-PI 658977_2018-01-26_11-45-15_6694000,Vis_SV_0,5,6,53.3097381,585,NaN
1-26-18_Sorghum_seed_915-221-PI 658978_2018-01-29_02-45-29_6793200,Vis_SV_0,6,7,61.04901942,353,115
1-26-18_Sorghum_seed_915-222-PI 658979_2018-02-09_01-21-36_7052500,NaN,8,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-223-PI 658980_2018-01-26_01-29-58_6698200,Vis_SV_0,8,8,32.91933236,502,NaN
1-26-18_Sorghum_seed_915-224-PI 658981_2018-01-26_03-28-08_6703000,Vis_SV_144,10,10,59.48357306,309,104
1-26-18_Sorghum_seed_915-226-PI 658983_2018-02-07_02-48-44_6995600,Vis_SV_0,13,14,52.06520723,695,93
1-26-18_Sorghum_seed_915-226-PI 658983_2018-02-07_04-14-14_6999000,Vis_SV_108,13,14,25.21555961,725,92
1-26-18_Sorghum_seed_915-228-PI 658985_2018-02-09_10-13-18_7046200,Vis_SV_144,12,15,82.82825023,900,NaN
1-26-18_Sorghum_seed_915-229-PI 658986_2018-01-26_03-25-39_6702900,Vis_SV_108,4,5,90.12104735,508,NaN
1-26-18_Sorghum_seed_915-230-PI 658987_2018-01-26_12-12-43_6695100,Vis_SV_144,4,6,74.8447996,370,NaN
1-26-18_Sorghum_seed_915-231-PI 658988_2018-01-26_12-32-41_6695900,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-232-PI 658989_2018-01-26_03-18-12_6702600,Vis_SV_0,6,7,50.53501833,298,139
1-26-18_Sorghum_seed_915-233-PI 658990_2018-02-09_11-00-41_7048100,NaN,17,22,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-234-PI 658991_2018-02-02_01-49-24_6839200,Vis_SV_108,8,9,36.31788456,590,NaN
1-26-18_Sorghum_seed_915-235-PI 658992_2018-02-02_12-13-28_6836800,Vis_SV_108,11,12,62.91948281,614,NaN
1-26-18_Sorghum_seed_915-236-PI 658993_2018-02-09_11-41-27_7049700,Vis_SV_0,6,7,108.42799,737,92
1-26-18_Sorghum_seed_915-237-PI 658994_2018-02-07_04-03-07_6998400,Vis_SV_0,2,2,102.6411631,501,269
1-26-18_Sorghum_seed_915-238-PI 658995_2018-02-09_10-23-19_7046600,Vis_SV_36,7,9,48.22603,704,45
1-26-18_Sorghum_seed_915-239-PI 658996_2018-01-26_01-05-05_6697200,Vis_SV_0,4,4,58.77320437,1197,NaN
1-26-18_Sorghum_seed_915-240-PI 658997_2018-01-29_03-18-27_6799100,Vis_SV_0,6,7,36.91730397,274,219
1-26-18_Sorghum_seed_915-241-PI 658998_2018-01-29_02-09-15_6790700,Vis_SV_0,7,8,91.78815862,439,91
1-26-18_Sorghum_seed_915-242-PI 658999_2018-02-09_12-16-50_7051300,Vis_SV_144,10,14,100.3646223,1032,NaN
1-26-18_Sorghum_seed_915-243-PI 659000_2018-02-09_11-55-17_7050400,Vis_SV_72,7,11,125.4489456,779,117
1-26-18_Sorghum_seed_915-244-PI 659001_2018-01-26_11-57-43_6694500,Vis_SV_72,6,7,33.03587458,439,NaN
1-26-18_Sorghum_seed_915-245-PI 659002_2018-01-26_01-49-57_6699000,Vis_SV_36,5,6,41.51508984,219,176
1-26-18_Sorghum_seed_915-246-PI 659003_2018-01-26_03-33-12_6703200,Vis_SV_0,7,9,26.78360339,411,72
1-26-18_Sorghum_seed_915-247-PI 659004_2018-02-09_10-30-47_7046900,Vis_SV_36,1,4,135.9885313,166,NaN
1-26-18_Sorghum_seed_915-248-PI 659005_2018-01-26_03-15-37_6702500,Vis_SV_108,5,5,22.76034735,332,81
1-26-18_Sorghum_seed_915-249-PI 659006_2018-02-02_12-47-56_6838300,Vis_SV_72,2,3,22.58309799,768,NaN
1-26-18_Sorghum_seed_915-250-PI 659007_2018-02-09_10-25-49_7046700,Vis_SV_72,6,7,104.2154363,732,34
1-26-18_Sorghum_seed_915-251-PI 659008_2018-02-07_03-28-48_6997200,Vis_SV_144,7,9,115.9855948,952,NaN
1-26-18_Sorghum_seed_915-253-PI 659010_2018-01-29_02-01-26_6790300,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-254-PI 659011_2018-02-07_03-38-43_6997300,Vis_SV_144,9,10,145.7144119,461,197
1-26-18_Sorghum_seed_915-255-PI 659012_2018-01-29_02-42-59_6792600,Vis_SV_144,6,8,38.97981634,619,NaN
1-26-18_Sorghum_seed_915-256-PI 659013_2018-01-26_03-20-41_6702700,Vis_SV_36,4,6,34.73266993,405,53
1-26-18_Sorghum_seed_915-258-PI 659015_2018-02-02_02-12-04_6840100,Vis_SV_0,5,5,14.9161009,1213,NaN
1-26-18_Sorghum_seed_915-259-PI 659016_2018-02-02_02-19-37_6840400,Vis_SV_72,2,4,126.3562188,186,NaN
1-26-18_Sorghum_seed_915-260-PI 659017_2018-01-26_01-10-02_6697400,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-261-PI 659018_2018-01-26_02-58-06_6701800,Vis_SV_108,6,8,77.27284394,352,21
1-26-18_Sorghum_seed_915-262-PI 659019_2018-02-02_02-17-08_6840300,Vis_SV_144,8,9,173.2591134,123,NaN
1-26-18_Sorghum_seed_915-262-PI 659019_2018-02-02_02-37-00_6841100,Vis_SV_108,7,8,72.83839409,514,89
1-26-18_Sorghum_seed_915-263-PI 659020_2018-02-07_03-11-14_6996500,Vis_SV_0,11,15,77.39172877,796,NaN
1-26-18_Sorghum_seed_915-264-PI 659021_2018-02-09_10-18-20_7046400,Vis_SV_108,12,12,76.60841824,705,61
1-26-18_Sorghum_seed_915-265-PI 659022_2018-01-26_03-10-31_6702300,Vis_SV_0,8,11,5.342885137,623,NaN
1-26-18_Sorghum_seed_915-266-PI 659023_2018-02-09_01-12-14_7052300,Vis_SV_144,13,15,77.68108974,860,218
1-26-18_Sorghum_seed_915-267-PI 659024_2018-02-02_12-01-43_6836500,Vis_SV_0,9,9,16.48138538,762,NaN
1-26-18_Sorghum_seed_915-268-PI 659025_2018-02-02_11-59-44_6836400,Vis_SV_0,1,1,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-269-PI 659026_2018-02-09_09-59-39_7045600,Vis_SV_72,8,14,102.2751725,686,57
1-26-18_Sorghum_seed_915-270-PI 659027_2018-01-26_11-42-50_6693900,Vis_SV_108,4,5,113.2111193,376,NaN
1-26-18_Sorghum_seed_915-271-PI 659028_2018-01-26_11-40-16_6693800,Vis_SV_36,6,8,169.504601,122,105
1-26-18_Sorghum_seed_915-272-PI 659029_2018-01-29_03-15-52_6799000,Vis_SV_0,8,11,22.35924804,1211,NaN
1-26-18_Sorghum_seed_915-273-PI 659030_2018-01-26_03-35-42_6703300,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-274-PI 659031_2018-02-07_03-03-43_6996200,Vis_SV_108,7,8,121.417613,556,156
1-26-18_Sorghum_seed_915-275-PI 659032_2018-01-26_12-17-42_6695300,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-276-PI 659033_2018-01-26_12-15-12_6695200,Vis_SV_0,5,9,155.9561696,801,NaN
1-26-18_Sorghum_seed_915-277-PI 659034_2018-02-07_03-01-14_6996100,Vis_SV_108,7,9,127.6558657,668,61
1-26-18_Sorghum_seed_915-278-PI 659035_2018-01-26_02-38-34_6701300,Vis_SV_36,4,6,33.67389303,420,30
1-26-18_Sorghum_seed_915-279-PI 659036_2018-02-02_02-14-39_6840200,Vis_SV_0,8,8,125.6281383,551,80
1-26-18_Sorghum_seed_915-280-PI 659037_2018-02-02_02-07-06_6839900,Vis_SV_36,8,9,65.93099551,392,95
1-26-18_Sorghum_seed_915-281-PI 659038_2018-02-07_04-04-31_6998500,Vis_SV_144,7,9,52.47479788,567,192
1-26-18_Sorghum_seed_915-282-PI 659039_2018-02-02_01-51-52_6839300,Vis_SV_72,10,12,61.15485363,1156,NaN
1-26-18_Sorghum_seed_915-283-PI 659040_2018-01-26_03-00-45_6701900,Vis_SV_108,5,9,40.31924077,246,158
1-26-18_Sorghum_seed_915-284-PI 659041_2018-01-26_01-17-30_6697700,Vis_SV_0,5,8,71.90868423,337,24
1-26-18_Sorghum_seed_915-285-PI 659043_2018-02-07_02-53-46_6995800,Vis_SV_0,3,4,106.495284,493,239
1-26-18_Sorghum_seed_915-286-PI 659044_2018-02-09_02-40-13_7055700,Vis_SV_108,9,10,114.6769095,996,198
1-26-18_Sorghum_seed_915-288-PI 659046_2018-02-09_11-30-15_7049000,Vis_SV_144,9,13,64.69798299,810,57
1-26-18_Sorghum_seed_915-290-PI 659048_2018-01-26_02-15-04_6700100,Vis_SV_108,6,7,135.6186104,1386,NaN
1-26-18_Sorghum_seed_915-291-PI 659049_2018-01-26_11-47-44_6694100,Vis_SV_144,5,6,101.5881849,180,NaN
1-26-18_Sorghum_seed_915-292-PI 659050_2018-02-09_11-59-10_7050600,Vis_SV_36,12,13,49.38878486,904,NaN
1-26-18_Sorghum_seed_915-293-PI 659051_2018-02-07_03-44-01_6997600,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-294-PI 659052_2018-01-29_03-00-43_6796100,Vis_SV_0,7,7,47.79321009,343,234
1-26-18_Sorghum_seed_915-295-PI 659053_2018-01-29_02-23-40_6791400,Vis_SV_0,11,14,42.78680937,656,NaN
1-26-18_Sorghum_seed_915-296-PI 659054_2018-02-07_03-26-19_6997100,Vis_SV_0,2,2,110.6634491,609,133
1-26-18_Sorghum_seed_915-298-PI 659056_2018-01-26_11-50-13_6694200,Vis_SV_72,5,7,120.2844224,1363,NaN
1-26-18_Sorghum_seed_915-299-PI 659057_2018-02-07_03-24-30_6997000,Vis_SV_108,12,12,41.98169829,601,47
1-26-18_Sorghum_seed_915-300-PI 659058_2018-02-09_10-38-16_7047200,Vis_SV_144,10,12,144.447801,698,NaN
1-26-18_Sorghum_seed_915-301-PI 659059_2018-02-09_11-53-11_7050200,Vis_SV_36,9,12,135.035591,686,160
1-26-18_Sorghum_seed_915-301-PI 659059_2018-02-09_12-07-07_7051000,Vis_SV_0,10,11,127.6036884,683,167
1-26-18_Sorghum_seed_915-302-PI 659060_2018-02-09_02-03-17_7054300,NaN,10,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-303-PI 659144_2018-02-09_11-51-13_7050100,NaN,11,19,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-304-PI 659145_2018-01-26_02-26-48_6700700,Vis_SV_108,8,9,67.6612003,1280,NaN
1-26-18_Sorghum_seed_915-305-PI 659146_2018-02-09_10-40-46_7047300,Vis_SV_144,3,4,105.9954042,700,NaN
1-26-18_Sorghum_seed_915-306-PI 659147_2018-01-26_01-57-23_6699300,Vis_SV_144,6,7,53.8874137,408,NaN
1-26-18_Sorghum_seed_915-307-PI 659148_2018-01-26_01-54-54_6699200,Vis_SV_108,6,10,81.79723885,299,54
1-26-18_Sorghum_seed_915-308-PI 659149_2018-01-26_12-22-39_6695500,NaN,0,0,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-309-PI 659150_2018-01-29_01-45-18_6786900,Vis_SV_108,5,7,158.9413161,294,5
1-26-18_Sorghum_seed_915-310-PI 659151_2018-01-26_11-22-43_6693100,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-311-PI 659152_2018-01-29_02-26-58_6791600,Vis_SV_0,5,6,63.56049219,429,107
1-26-18_Sorghum_seed_915-312-PI 659153_2018-01-26_12-52-34_6696700,Vis_SV_108,3,4,92.28027774,549,NaN
1-26-18_Sorghum_seed_915-313-PI 659154_2018-01-29_02-28-54_6791700,Vis_SV_0,2,3,111.2992607,249,180
1-26-18_Sorghum_seed_915-314-PI 659155_2018-01-29_02-55-44_6795400,Vis_SV_0,3,3,108.7044278,423,NaN
1-26-18_Sorghum_seed_915-315-PI 659156_2018-02-09_01-39-10_7053300,Vis_SV_36,9,11,78.4941541,1153,NaN
1-26-18_Sorghum_seed_915-315-PI 659156_2018-02-09_12-19-19_7051500,Vis_SV_0,8,10,84.76198453,969,68
1-26-18_Sorghum_seed_915-317-PI 659158_2018-02-02_12-15-17_6836900,Vis_SV_144,6,6,47.51706958,556,NaN
1-26-18_Sorghum_seed_915-318-PI 659159_2018-02-02_01-42-31_6838800,Vis_SV_0,8,13,40.31681802,342,222
1-26-18_Sorghum_seed_915-318-PI 659159_2018-02-02_12-40-22_6838000,Vis_SV_108,8,10,53.82914544,394,142
1-26-18_Sorghum_seed_915-319-PI 659160_2018-02-09_12-09-05_7051100,Vis_SV_144,4,5,52.09180268,1069,NaN
1-26-18_Sorghum_seed_915-320-PI 659161_2018-01-26_12-47-36_6696500,Vis_SV_144,6,8,88.49086434,576,NaN
1-26-18_Sorghum_seed_915-321-PI 659162_2018-01-26_03-03-04_6702000,Vis_SV_108,4,5,37.66712757,522,NaN
1-26-18_Sorghum_seed_915-322-PI 659163_2018-02-05_02-57-43_6947200,Vis_SV_144,4,4,12.88304004,636,11
1-26-18_Sorghum_seed_915-323-PI 659164_2018-02-05_03-00-13_6947300,Vis_SV_36,6,8,57.39530114,397,NaN
1-26-18_Sorghum_seed_915-325-PI 659166_2018-01-26_12-00-19_6694600,Vis_SV_36,3,5,39.73704651,187,19
1-26-18_Sorghum_seed_915-326-PI 659167_2018-02-09_02-27-12_7055300,NaN,15,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-327-PI 659168_2018-01-29_02-21-05_6791200,Vis_SV_0,7,7,150.6759249,563,NaN
1-26-18_Sorghum_seed_915-328-PI 659169_2018-02-09_12-05-10_7050900,Vis_SV_108,6,9,96.3591916,954,NaN
1-26-18_Sorghum_seed_915-329-PI 659170_2018-02-09_02-39-18_7055600,Vis_SV_36,12,15,37.71616557,1140,105
1-26-18_Sorghum_seed_915-329-PI 659170_2018-02-09_02-48-51_7055900,NaN,17,26,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-330-PI 659171_2018-02-09_11-38-13_7049500,Vis_SV_72,7,8,43.95849418,802,75
1-26-18_Sorghum_seed_915-331-PI 659172_2018-02-02_01-54-27_6839400,Vis_SV_72,8,9,24.85509902,481,59
1-26-18_Sorghum_seed_915-332-PI 659173_2018-01-26_03-08-02_6702200,Vis_SV_144,4,6,46.40929415,354,69
1-26-18_Sorghum_seed_915-333-PI 659174_2018-02-07_03-53-11_6998000,Vis_SV_108,12,13,35.45515538,523,182
1-26-18_Sorghum_seed_915-334-PI 659175_2018-02-05_02-50-15_6946900,Vis_SV_108,6,7,86.33114469,1237,NaN
1-26-18_Sorghum_seed_915-335-PI 659176_2018-02-05_02-38-24_6946300,Vis_SV_0,2,2,92.4006207,466,141
1-26-18_Sorghum_seed_915-336-PI 659177_2018-01-26_01-40-01_6698600,Vis_SV_72,8,10,50.74921312,217,124
1-26-18_Sorghum_seed_915-337-PI 659178_2018-02-05_01-18-12_6943500,Vis_SV_108,6,7,31.51348095,667,NaN
1-26-18_Sorghum_seed_915-338-PI 659179_2018-02-09_02-34-48_7055500,Vis_SV_108,7,8,75.7022195,1211,NaN
1-26-18_Sorghum_seed_915-339-PI 659180_2018-02-07_02-46-14_6995500,Vis_SV_0,1,1,95.18910292,105,604
1-26-18_Sorghum_seed_915-340-PI 659181_2018-02-05_03-05-11_6947500,NaN,15,18,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-341-PI 659182_2018-02-02_02-24-34_6840600,Vis_SV_108,6,7,36.39126929,467,53
1-26-18_Sorghum_seed_915-342-PI 659183_2018-02-02_02-27-02_6840700,Vis_SV_36,6,8,57.5591285,485,NaN
1-26-18_Sorghum_seed_915-343-PI 659184_2018-02-05_02-47-46_6946800,Vis_SV_0,2,2,125.3785496,621,4
1-26-18_Sorghum_seed_915-344-PI 659185_2018-02-02_11-51-53_6836000,Vis_SV_36,5,6,108.4498897,1141,NaN
1-26-18_Sorghum_seed_915-345-PI 659186_2018-02-02_02-29-30_6840800,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-346-PI 659187_2018-02-09_10-45-44_7047500,Vis_SV_0,5,7,34.97890625,674,79
1-26-18_Sorghum_seed_915-347-PI 659188_2018-02-05_01-12-18_6943200,Vis_SV_144,0,2,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-348-PI 659189_2018-02-02_12-37-46_6837900,Vis_SV_108,6,6,63.85687508,595,NaN
1-26-18_Sorghum_seed_915-349-PI 659190_2018-02-02_01-57-02_6839500,Vis_SV_0,5,6,98.4733024,951,NaN
1-26-18_Sorghum_seed_915-350-PI 659191_2018-02-02_12-52-55_6838500,Vis_SV_144,5,6,83.57884848,984,NaN
1-26-18_Sorghum_seed_915-351-PI 659192_2018-02-02_01-46-54_6839100,Vis_SV_0,5,6,76.07268895,216,29
1-26-18_Sorghum_seed_915-352-PI 659193_2018-01-26_11-20-13_6693000,Vis_SV_108,3,3,172.1550629,253,NaN
1-26-18_Sorghum_seed_915-353-PI 659194_2018-02-02_01-59-32_6839600,Vis_SV_72,5,8,68.66257693,916,NaN
1-26-18_Sorghum_seed_915-354-PI 659195_2018-02-02_11-42-08_6835500,Vis_SV_108,3,4,16.54973789,413,137
1-26-18_Sorghum_seed_915-355-PI 659196_2018-01-26_03-13-00_6702400,Vis_SV_144,5,5,55.82917452,339,29
1-26-18_Sorghum_seed_915-356-PI 659197_2018-02-09_12-24-16_7051700,Vis_SV_108,11,13,52.02723022,706,192
1-26-18_Sorghum_seed_915-357-PI 659198_2018-02-09_01-44-04_7053400,NaN,22,25,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-358-PI 659199_2018-02-09_01-49-08_7053600,Vis_SV_72,7,9,38.23483928,890,213
1-26-18_Sorghum_seed_915-358-PI 659199_2018-02-09_02-07-01_7054400,Vis_SV_36,8,10,30.88364626,1233,NaN
1-26-18_Sorghum_seed_915-359-PI 659200_2018-01-26_12-50-05_6696600,Vis_SV_144,7,7,36.05853124,404,18
1-26-18_Sorghum_seed_915-360-PI 659201_2018-02-07_01-46-41_6993000,Vis_SV_144,4,6,27.43070182,998,NaN
1-26-18_Sorghum_seed_915-361-PI 659202_2018-02-07_01-58-12_6993600,Vis_SV_108,5,5,45.28201828,629,26
1-26-18_Sorghum_seed_915-362-PI 659203_2018-02-07_02-36-12_6995100,Vis_SV_36,10,14,34.68943672,798,NaN
1-26-18_Sorghum_seed_915-363-PI 659204_2018-02-07_04-12-17_6998900,NaN,23,24,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-363-P_2018-02-07_03-55-41_6998100,NaN,26,28,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-364-PI 659205_2018-01-26_01-25-00_6698000,Vis_SV_0,3,6,91.24984885,400,NaN
1-26-18_Sorghum_seed_915-365-PI 659206_2018-02-02_02-02-01_6839700,Vis_SV_108,8,12,47.6099944,657,NaN
1-26-18_Sorghum_seed_915-366-PI 659207_2018-02-02_12-50-25_6838400,Vis_SV_0,7,8,54.12804268,677,NaN
1-26-18_Sorghum_seed_915-367-PI 659208_2018-01-26_02-56-46_6701700,Vis_SV_108,6,7,39.12663978,429,NaN
1-26-18_Sorghum_seed_915-368-PI 659209_2018-01-26_01-12-31_6697500,Vis_SV_72,5,8,24.16838839,399,NaN
1-26-18_Sorghum_seed_915-369-PI 659210_2018-02-07_03-50-44_6997900,Vis_SV_0,6,6,40.89104045,623,39
1-26-18_Sorghum_seed_915-370-PI 659211_2018-02-09_01-19-46_7052400,Vis_SV_144,6,8,25.47869855,737,260
1-26-18_Sorghum_seed_915-371-PI 659212_2018-02-09_10-35-45_7047100,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-371-PI 659212_2018-02-09_10-55-41_7047900,Vis_SV_144,5,7,145.7023816,744,107
1-26-18_Sorghum_seed_915-372-PI 659214_2018-02-05_01-14-15_6943300,Vis_SV_144,3,7,94.876832,283,8
1-26-18_Sorghum_seed_915-373-PI 659215_2018-01-29_03-13-24_6798500,Vis_SV_144,8,10,52.94473866,543,NaN
1-26-18_Sorghum_seed_915-374-PI 659216_2018-02-07_03-39-28_6997400,Vis_SV_144,8,8,56.57799057,439,311
1-26-18_Sorghum_seed_915-375-PI 659217_2018-01-26_11-30-12_6693400,Vis_SV_108,0,1,5.850483763,303,NaN
1-26-18_Sorghum_seed_915-376-PI 659218_2018-01-29_02-22-54_6791300,Vis_SV_72,1,2,42.71989878,356,98
1-26-18_Sorghum_seed_915-377-PI 659219_2018-02-09_11-27-51_7048900,NaN,14,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-378-PI 659220_2018-02-09_10-48-13_7047600,Vis_SV_36,7,9,41.16911239,958,NaN
1-26-18_Sorghum_seed_915-380-PI 659222_2018-02-02_01-45-14_6839000,Vis_SV_72,4,5,80.16830108,948,NaN
1-26-18_Sorghum_seed_915-381-PI 659223_2018-01-29_02-53-14_6795100,Vis_SV_108,5,6,35.87729769,271,191
1-26-18_Sorghum_seed_915-382-PI 659224_2018-02-05_01-28-02_6944000,Vis_SV_0,10,10,62.28160802,430,125
1-26-18_Sorghum_seed_915-383-PI 659225_2018-01-26_12-05-17_6694800,Vis_SV_108,5,6,64.18343274,876,NaN
1-26-18_Sorghum_seed_915-384-PI 659226_2018-02-09_12-26-45_7051800,Vis_SV_36,11,13,46.56809503,877,90
1-26-18_Sorghum_seed_915-385-PI 659227_2018-02-09_10-50-42_7047700,Vis_SV_0,13,14,32.4412117,948,NaN
1-26-18_Sorghum_seed_915-386-PI 659228_2018-02-09_12-36-42_7052200,Vis_SV_144,6,10,136.1441136,145,NaN
1-26-18_Sorghum_seed_915-387-PI 659229_2018-02-07_03-58-10_6998200,Vis_SV_144,6,7,37.20266339,1011,NaN
1-26-18_Sorghum_seed_915-388-PI 659230_2018-02-09_01-22-21_7052600,Vis_SV_0,9,10,108.5666003,771,190
1-26-18_Sorghum_seed_915-389-PI 659231_2018-02-09_10-15-50_7046300,Vis_SV_0,5,8,42.09155607,858,NaN
1-26-18_Sorghum_seed_915-390-PI 659232_2018-02-09_11-32-22_7049200,Vis_SV_144,4,6,127.1446794,401,444
1-26-18_Sorghum_seed_915-391-PI 659233_2018-02-02_12-17-51_6837100,Vis_SV_72,10,12,23.38645332,558,NaN
1-26-18_Sorghum_seed_915-392-PI 659234_2018-02-09_01-54-02_7053800,Vis_SV_108,8,14,66.59507067,1154,37
1-26-18_Sorghum_seed_915-392-PI 659234_2018-02-09_02-09-11_7054600,Vis_SV_108,8,15,106.1847051,1115,93
1-26-18_Sorghum_seed_915-393-PI 659235_2018-01-26_01-27-29_6698100,Vis_SV_0,4,6,35.41823466,466,NaN
1-26-18_Sorghum_seed_915-394-PI 659236_2018-02-07_04-10-18_6998800,Vis_SV_108,14,15,48.86563857,855,NaN
1-26-18_Sorghum_seed_915-394-PI 659236_2018-02-07_04-29-32_6999100,NaN,18,19,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-395-PI 659237_2018-02-09_01-44-50_7053500,NaN,21,21,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-395-PI 659237_2018-02-09_02-12-59_7054700,NaN,21,22,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-396-PI 659238_2018-02-09_12-03-12_7050800,Vis_SV_0,3,4,48.84486451,969,NaN
1-26-18_Sorghum_seed_915-397-PI 659239_2018-02-07_02-28-34_6994800,Vis_SV_108,12,13,69.15934074,435,281
1-26-18_Sorghum_seed_915-398-PI 659240_2018-02-09_12-01-06_7050700,NaN,14,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-399-PI 659241_2018-02-09_10-28-19_7046800,Vis_SV_0,11,12,76.57592554,676,57
1-26-18_Sorghum_seed_915-400-PI 659242_2018-02-09_01-26-39_7052800,NaN,15,20,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-401-PI 659243_2018-02-09_11-17-32_7048600,Vis_SV_36,7,10,70.76336468,975,NaN
1-26-18_Sorghum_seed_915-401-PI 659243_2018-02-09_11-35-30_7049300,Vis_SV_36,8,8,69.11646453,1017,NaN
1-26-18_Sorghum_seed_915-402-PI 659244_2018-02-02_12-45-26_6838200,Vis_SV_108,6,8,58.27513135,976,NaN
1-26-18_Sorghum_seed_915-403-PI 659245_2018-01-26_01-22-35_6697900,Vis_SV_108,5,6,46.65723135,321,42
1-26-18_Sorghum_seed_915-404-PI 659246_2018-02-02_11-53-51_6836100,Vis_SV_0,5,5,47.03090512,563,NaN
1-26-18_Sorghum_seed_915-405-PI 659247_2018-02-02_12-16-03_6837000,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-405-PI 659247_2018-02-02_12-55-25_6838600,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-406-PI 659248_2018-02-09_02-33-53_7055400,NaN,16,20,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-406-PI 659248_2018-02-09_02-47-02_7055800,NaN,18,19,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-407-PI 659249_2018-02-09_10-33-16_7047000,Vis_SV_108,5,6,72.38177064,657,153
1-26-18_Sorghum_seed_915-408-PI 659250_2018-02-02_11-48-08_6835800,Vis_SV_144,6,7,17.31273304,405,47
1-26-18_Sorghum_seed_915-409-PI 659251_2018-01-29_02-11-13_6790800,Vis_SV_144,7,8,25.31841845,252,208
1-26-18_Sorghum_seed_915-410-PI 659252_2018-02-09_11-47-24_7050000,Vis_SV_144,8,9,63.07948979,1019,NaN
1-26-18_Sorghum_seed_915-411-PI 659253_2018-02-09_12-34-12_7052100,NaN,25,29,NaN,NaN,NaN
