fileName,cameraAngle,medianLeafCount,maxLeafCount,leafAngle,stalkHeight,panicleExsertion
.,NaN,NaN,NaN,NaN,NaN,NaN
..,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-412-PI 659254_2018-02-09_02-18-52_7055000,NaN,15,19,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-413-PI 659255_2018-02-02_02-32-03_6840900,Vis_SV_0,6,6,77.12934381,723,NaN
1-26-18_Sorghum_seed_915-414-PI 659256_2018-01-26_01-15-00_6697600,Vis_SV_0,5,6,76.72756095,527,NaN
1-26-18_Sorghum_seed_915-415-PI 659257_2018-02-09_01-24-10_7052700,NaN,14,16,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-416-PI 659258_2018-01-26_12-45-07_6696400,Vis_SV_36,8,9,47.23418313,300,16
1-26-18_Sorghum_seed_915-417-PI 659259_2018-02-02_02-41-57_6841300,Vis_SV_0,12,13,45.65176018,724,NaN
1-26-18_Sorghum_seed_915-418-PI 659260_2018-02-09_12-21-47_7051600,Vis_SV_72,1,3,77.42686222,635,284
1-26-18_Sorghum_seed_915-419-PI 659261_2018-02-09_10-00-43_7045700,NaN,28,28,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-420-PI 659262_2018-02-07_04-08-20_6998700,Vis_SV_72,9,11,107.2332923,910,NaN
1-26-18_Sorghum_seed_915-421-PI 659263_2018-02-09_11-31-01_7049100,Vis_SV_0,5,6,34.66576661,977,NaN
1-26-18_Sorghum_seed_915-422-PI 659264_2018-02-05_02-45-17_6946700,Vis_SV_36,7,11,56.12866805,486,NaN
1-26-18_Sorghum_seed_915-423-PI 659265_2018-02-05_01-22-08_6943700,Vis_SV_72,4,5,64.76446861,232,328
1-26-18_Sorghum_seed_915-424-PI 659266_2018-02-09_10-10-49_7046100,Vis_SV_144,11,14,72.33271725,795,3
1-26-18_Sorghum_seed_915-425-PI 659267_2018-02-02_11-55-49_6836200,Vis_SV_72,8,8,94.58598559,856,NaN
1-26-18_Sorghum_seed_915-426-PI 659268_2018-02-02_01-44-29_6838900,Vis_SV_0,12,14,44.5754251,638,NaN
1-26-18_Sorghum_seed_915-427-PI 659269_2018-02-09_10-05-39_7045900,Vis_SV_108,5,8,154.8083478,912,NaN
1-26-18_Sorghum_seed_915-428-PI 659270_2018-02-02_12-32-48_6837700,NaN,12,16,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-429-PI 659271_2018-01-26_12-37-40_6696100,Vis_SV_72,7,10,47.68052582,370,NaN
1-26-18_Sorghum_seed_915-430-Ref1_2018-01-29_01-55-33_6790000,Vis_SV_108,8,9,57.0180873,538,NaN
1-26-18_Sorghum_seed_915-432-Ref3_2018-02-05_01-00-26_6942600,Vis_SV_0,4,4,95.77614893,464,31
1-26-18_Sorghum_seed_915-433-Ref4_2018-02-05_01-44-46_6944700,Vis_SV_108,4,7,37.37783306,500,145
1-26-18_Sorghum_seed_915-435-Ref6_2018-02-05_02-19-35_6946000,Vis_SV_108,7,10,64.13165871,634,NaN
1-26-18_Sorghum_seed_915-437-Ref8_2018-01-29_03-10-59_6798000,Vis_SV_144,6,9,40.15034915,553,88
1-26-18_Sorghum_seed_915-438-Ref9_2018-02-02_11-38-09_6835300,Vis_SV_144,9,12,45.95394051,680,NaN
1-26-18_Sorghum_seed_915-439-Ref10_2018-02-05_01-36-44_6944400,Vis_SV_108,7,13,57.55405872,585,14
1-26-18_Sorghum_seed_915-440-Ref11_2018-01-26_11-05-39_6692300,NaN,NaN,NaN,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-441-Ref12_2018-02-02_02-04-37_6839800,Vis_SV_108,7,8,29.12142908,853,NaN
1-26-18_Sorghum_seed_915-442-Ref13_2018-02-02_12-27-50_6837500,Vis_SV_108,7,7,37.84255308,389,206
1-26-18_Sorghum_seed_915-443-Ref14_2018-02-02_12-30-19_6837600,Vis_SV_108,5,6,48.99134495,508,101
1-26-18_Sorghum_seed_915-444-Ref15_2018-02-02_11-49-56_6835900,Vis_SV_0,6,7,81.23449412,266,NaN
1-26-18_Sorghum_seed_915-445-Ref16_2018-02-02_02-34-31_6841000,Vis_SV_108,8,10,53.42413909,647,NaN
1-26-18_Sorghum_seed_915-446-Ref17_2018-02-07_02-51-15_6995700,Vis_SV_144,9,10,40.19238383,588,155
1-26-18_Sorghum_seed_915-447-Ref18_2018-02-07_02-00-10_6993700,NaN,12,16,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-448-Ref19_2018-02-07_03-45-48_6997700,Vis_SV_72,9,12,35.1668401,853,NaN
1-26-18_Sorghum_seed_915-449-Ref20_2018-02-05_01-24-06_6943800,Vis_SV_36,8,12,37.19323088,722,NaN
1-26-18_Sorghum_seed_915-450-Ref21_2018-02-09_10-02-12_7045800,NaN,14,17,NaN,NaN,NaN
1-26-18_Sorghum_seed_915-451-Ref22_2018-01-26_01-20-00_6697800,Vis_SV_0,6,6,81.2100866,350,37
1-26-18_Sorghum_seed_915-452-Ref23_2018-02-02_02-09-35_6840000,Vis_SV_72,5,7,77.85171835,492,97
1-26-18_Sorghum_seed_915-453-Ref24_2018-02-05_01-16-14_6943400,Vis_SV_108,7,7,71.48920674,379,209
